55,0,77,4,-22,0,22,-8,101,78,4
37,0,79,0,10,-28,43,-3,69,26,1
55,0,96,0,38,-10,41,1,57,16,4
37,-1,78,0,20,0,41,3,57,16,1
49,1,87,0,46,-11,38,-3,41,2,1
37,0,90,0,26,0,52,6,64,12,1
43,-1,77,0,42,-21,34,-15,35,2,1
76,-1,81,0,-40,0,5,-18,122,118,5
85,0,88,0,2,13,3,-20,86,82,5
45,0,90,0,44,-17,44,-16,46,2,1
45,-5,81,0,44,0,36,2,37,0,1
80,0,84,7,-20,0,4,-18,105,100,5
43,0,81,-7,42,-3,37,-19,39,2,1
57,1,97,0,56,0,40,1,40,0,1
46,4,82,-1,46,0,36,-12,35,0,1
44,-1,106,-3,42,-27,62,15,64,2,1
37,-4,90,0,28,3,53,-8,62,8,1
56,0,81,0,-2,-5,25,-3,83,58,4
53,0,80,0,52,-16,27,-2,28,2,1
55,0,77,0,-18,-5,21,-16,95,74,4
51,3,87,0,50,0,36,-17,38,2,1
51,1,83,0,52,3,31,-0,31,0,1
56,0,91,0,-2,1,35,-13,93,58,4
37,0,81,0,26,-27,44,-6,55,10,1
37,0,80,3,18,0,43,-16,62,18,1
46,-1,88,0,46,3,42,-13,41,0,1
57,0,81,7,56,0,24,-6,24,0,1
53,0,82,0,52,-16,29,-16,30,2,1
49,-4,86,0,46,-27,38,3,40,2,1
55,0,77,0,-12,-7,21,-18,90,68,4
41,0,81,0,42,16,41,3,40,0,1
49,0,79,0,46,-17,30,-12,32,2,1
52,-3,83,0,52,0,31,-0,32,0,1
56,0,80,0,-2,-1,24,-8,83,58,4
41,0,82,0,42,2,41,-15,41,0,1
37,0,97,0,26,-5,60,23,71,12,1
51,3,88,0,50,-19,36,-5,39,2,1
37,0,75,0,34,15,38,-17,41,4,1
55,0,87,5,54,0,32,-13,33,0,1
43,-1,81,3,42,-16,37,-12,39,2,1
46,0,90,0,46,0,44,-18,44,0,1
37,0,77,0,20,8,41,-16,57,16,1
53,0,82,0,54,13,29,-13,28,0,1
43,0,85,7,42,0,42,-10,44,2,1
55,0,95,0,36,6,40,-2,59,20,4
41,0,88,4,38,-5,47,4,49,2,1
53,-1,108,0,52,-16,55,-7,56,2,1
49,0,88,-2,46,-12,40,4,42,2,1
46,0,76,0,46,2,30,-13,29,0,1
55,-1,81,0,54,-4,26,-8,27,2,1
37,0,80,0,12,-28,43,5,67,24,1
56,0,78,6,-22,0,22,-15,101,80,4
37,0,77,-1,34,-2,40,-15,43,4,1
40,0,87,-1,38,-2,47,-11,48,2,1
38,0,92,1,16,8,54,-4,77,22,1
45,-5,82,0,46,19,37,-14,35,0,1
46,4,81,0,46,0,34,-4,34,0,1
52,4,79,1,52,0,27,-7,27,0,1
37,0,81,0,8,0,44,-12,73,28,1
43,-1,77,0,42,-13,34,-3,36,2,1
41,2,93,0,42,8,52,-9,52,0,1
56,0,97,0,46,8,41,8,50,10,4
37,0,79,0,16,27,42,-18,64,22,1
56,0,96,-6,50,-12,40,-5,47,6,4
55,0,77,0,-6,8,21,-10,85,64,4
47,-2,86,-1,46,0,39,-12,39,0,1
83,0,86,-1,-4,0,3,-18,92,88,5
56,-5,98,0,52,0,42,3,46,4,4
56,0,96,-1,52,-1,40,-10,44,4,4
49,0,86,1,46,-18,38,-8,40,2,1
37,0,103,0,20,-15,66,1,82,16,1
41,0,79,-2,42,5,38,-16,37,0,1
37,0,83,0,30,-13,46,12,52,6,1
37,0,93,0,12,-3,55,-2,80,24,1
41,0,81,0,38,-2,40,3,42,2,1
37,0,76,3,26,0,40,-1,50,10,1
55,0,98,0,50,-18,42,2,49,6,4
50,0,83,6,50,0,33,3,34,2,1
55,0,76,0,-12,6,21,-15,89,68,4
37,0,76,0,36,-3,38,-19,39,2,1
57,1,85,0,56,0,28,-6,28,0,1
46,0,81,-1,46,-6,35,-15,34,0,1
38,2,77,1,38,4,39,-17,38,0,1
44,5,86,0,44,1,42,5,42,0,1
41,0,81,0,38,-2,41,-19,43,2,1
50,3,86,0,50,0,37,-4,37,0,1
55,0,96,7,42,3,41,2,55,14,4
45,-2,83,0,44,22,38,7,39,0,1
44,2,88,0,44,10,44,0,44,0,1
54,0,86,1,54,0,32,-16,32,0,1
55,0,77,0,16,-29,22,-13,62,40,4
37,0,77,-2,34,-1,40,-11,43,2,1
45,0,89,8,44,-9,44,-5,45,2,1
85,0,88,0,-2,-4,3,-19,91,88,5
55,0,78,0,8,9,23,-17,70,48,4
49,4,83,0,50,14,34,-19,33,0,1
37,0,77,0,28,408,40,-14,48,8,1
42,0,77,-1,42,-2,36,-18,36,0,1
37,0,95,0,26,-6,58,-7,70,12,1
46,0,81,0,44,-15,35,3,37,2,1
40,1,86,7,38,0,46,10,47,2,1
80,0,84,0,-36,-5,4,-20,120,116,5
50,-1,79,-7,50,0,30,0,30,0,1
41,0,87,0,38,-12,46,-4,48,2,1
51,0,89,3,52,0,38,-4,37,0,1
37,0,105,-6,30,7,68,-4,74,6,1
40,-5,81,0,38,0,41,-15,42,2,1
37,0,83,0,12,12,46,7,70,24,1
38,0,93,0,30,-5,55,-13,62,8,1
41,0,84,2,38,-6,44,-17,46,2,1
47,4,79,4,46,0,32,-9,32,0,1
41,0,79,-1,42,10,38,-0,37,0,1
55,0,92,-6,30,-4,36,-18,61,24,4
42,1,86,2,42,0,44,-6,45,0,1
55,2,77,0,26,-3,22,-17,52,30,4
37,0,106,6,18,0,69,-7,88,18,1
46,1,81,0,46,2,35,3,35,0,1
52,3,91,0,52,0,39,-8,39,0,1
53,0,79,0,54,5,26,-4,24,0,1
40,1,84,0,38,0,44,-8,46,2,1
44,0,77,4,44,3,34,-9,34,0,1
44,1,83,0,42,-19,39,6,41,2,1
55,0,77,-2,20,-4,22,-5,57,34,4
45,0,76,0,44,0,30,-6,32,2,1
37,5,75,0,18,0,38,-14,57,18,1
54,-3,90,0,54,0,36,-5,36,0,1
37,-1,78,0,36,0,41,-7,42,0,1
42,0,86,0,42,0,43,-4,44,2,1
54,-3,78,2,54,0,24,-6,24,0,1
44,0,86,1,44,12,43,-1,42,0,1
45,-1,79,0,46,20,33,-0,32,0,1
45,-1,90,0,44,-16,45,6,46,2,1
37,0,83,0,-4,-5,46,10,88,42,1
37,0,75,0,18,-2,38,-8,57,18,1
56,0,79,0,12,11,23,-15,66,42,4
60,-2,109,-3,60,0,49,-4,50,0,1
44,2,86,0,44,14,42,-4,42,0,1
37,0,76,0,26,16,40,8,50,10,1
55,0,95,0,44,-18,40,-13,51,12,4
56,0,81,0,-10,-18,25,-14,92,66,4
51,0,83,0,50,-29,31,-20,33,2,1
41,0,83,0,38,-20,41,-17,44,2,1
41,0,76,-1,38,-20,35,4,37,2,1
55,0,77,0,-4,-14,21,-17,82,60,4
45,4,93,0,44,-6,48,1,50,2,1
49,0,87,8,50,4,38,3,38,0,1
37,0,77,0,34,-11,41,7,44,2,1
56,0,95,6,46,0,40,6,49,10,4
48,0,88,2,46,-6,40,-6,42,2,1
45,0,81,0,44,-19,35,-16,37,2,1
37,0,80,0,30,3,43,-13,49,6,1
39,0,85,0,38,0,46,-15,46,0,1
37,0,75,0,34,5,38,-19,41,2,1
37,0,79,0,12,-10,43,7,66,24,1
41,0,77,0,38,-5,36,-16,38,2,1
55,-2,83,3,54,0,28,-17,29,0,1
56,2,97,0,52,0,40,-11,45,4,4
48,-4,76,-1,46,-6,28,-5,30,2,1
37,0,81,5,24,0,44,8,58,14,1
53,2,81,0,54,19,28,-15,26,0,1
37,-4,90,0,26,-15,53,-15,64,12,1
45,0,83,0,44,0,38,7,39,0,1
45,-1,76,-5,44,-7,31,-10,32,2,1
46,-2,83,0,44,-30,37,2,39,2,1
44,-3,86,0,44,0,43,-8,42,0,1
45,0,76,0,44,-6,30,-6,32,2,1
53,0,104,5,54,14,51,8,49,0,1
48,0,86,-2,46,0,39,-3,40,2,1
37,0,80,0,38,17,43,-4,41,0,1
37,0,103,0,20,22,66,-10,82,16,1
52,0,81,6,52,0,29,-1,30,0,1
107,1,108,8,70,0,1,-20,38,36,5
37,0,78,0,-2,-22,41,-16,81,40,1
55,-2,97,0,42,0,42,-13,56,14,4
55,0,95,0,52,-4,40,0,44,4,4
37,0,106,0,28,11,68,-18,77,8,1
42,4,86,-2,42,0,44,6,45,2,1
55,0,95,0,38,-2,40,-14,57,16,4
43,0,88,-5,42,0,45,5,47,2,1
37,0,79,0,8,24,43,-12,72,28,1
44,0,87,0,42,-11,43,8,46,2,1
37,0,92,-1,18,4,55,-6,74,20,1
37,-1,79,0,20,-11,42,-18,58,16,1
37,0,90,0,30,18,53,9,59,6,1
37,-6,106,0,30,0,69,13,75,6,1
45,0,83,0,46,21,38,-9,37,0,1
42,5,84,0,42,0,43,2,43,0,1
37,0,77,0,12,10,40,-8,64,24,1
51,0,84,0,50,-4,34,2,35,2,1
37,1,90,0,26,-7,53,-5,64,12,1
55,0,77,0,-2,-5,21,-12,79,58,4
50,-2,86,0,50,0,35,-18,37,2,1
51,0,84,0,52,31,33,-1,32,0,1
55,0,84,-3,54,0,30,-2,30,0,1
37,0,100,0,36,22,64,0,64,0,1
44,0,76,0,44,1,31,-5,32,0,1
42,-1,83,0,42,0,41,1,42,2,1
56,4,98,0,50,-24,42,-17,49,6,4
55,1,86,0,56,31,30,-14,29,0,1
55,0,82,0,-36,-4,26,-16,118,92,4
37,0,103,0,26,19,66,-14,77,12,1
53,-1,102,-1,54,7,49,3,48,0,1
37,0,81,0,38,9,43,-17,42,0,1
51,0,86,0,52,5,35,-1,34,0,1
43,0,76,0,42,-24,33,-10,35,2,1
55,0,77,0,20,-3,22,-10,57,34,4
37,0,79,0,16,4,42,-5,63,22,1
82,0,86,0,-4,-19,3,-19,91,88,5
55,-1,82,2,54,0,27,-6,28,0,1
56,0,95,-1,44,9,40,-6,51,12,4
41,0,81,0,38,-23,40,-11,42,2,1
53,4,81,0,52,-2,28,-12,30,2,1
37,0,75,4,24,-1,38,6,52,14,1
41,0,76,0,42,27,35,-11,35,0,1
48,0,86,3,46,0,38,-8,40,2,1
37,0,77,5,-12,-1,41,-0,90,50,1
37,0,76,-2,36,0,38,-6,39,2,1
41,0,89,1,38,-6,48,2,50,2,1
46,1,83,0,44,-24,37,-5,39,2,1
44,5,76,0,42,-7,32,-19,34,2,1
56,0,97,-1,50,-2,41,-12,48,6,4
55,0,92,2,0,0,37,1,92,56,4
56,-2,78,-6,56,6,22,-7,21,0,1
56,-1,95,0,38,-1,40,9,57,18,4
37,0,76,0,34,-3,39,-18,43,4,1
37,0,82,0,36,-12,45,-8,46,2,1
37,3,77,2,0,6,40,3,77,38,1
43,0,86,5,42,-12,43,-15,45,2,1
55,0,77,0,-6,-1,21,-11,85,64,4
38,-2,83,0,38,0,45,-10,44,0,1
37,0,83,0,2,-2,46,9,80,34,1
37,4,86,0,36,0,49,10,50,0,1
56,0,87,2,56,8,31,-14,30,0,1
55,0,96,0,52,14,41,6,44,4,4
42,0,86,0,42,0,44,11,45,2,1
49,0,86,0,50,8,38,-19,37,0,1
37,0,82,0,-4,-7,45,7,87,42,1
45,2,79,0,46,26,33,-14,32,0,1
37,0,76,4,28,-1,40,-9,48,8,1
59,5,84,0,56,-1,25,-4,27,2,1
56,11,74,7,-4,-8,18,-9,79,62,4
41,0,83,0,42,31,42,10,42,0,1
41,0,79,-1,42,0,38,-16,37,0,1
43,0,83,0,42,-6,40,7,42,2,1
50,-1,85,0,50,0,36,-10,36,0,1
55,0,97,0,52,17,41,1,45,4,4
37,0,82,0,20,18,45,6,61,16,1
37,-49,80,0,34,0,43,-11,46,2,3
51,-2,81,0,50,-9,30,-11,32,2,1
41,1,102,0,42,31,61,-6,60,0,1
37,0,104,0,24,18,67,-9,80,14,1
37,0,84,0,28,-19,47,-7,55,8,1
48,-1,88,0,46,-4,40,-5,42,2,1
49,0,88,1,46,-14,40,8,42,2,1
45,0,90,0,44,-3,45,10,46,2,1
76,0,80,-7,-42,-11,4,-18,124,120,5
53,4,81,0,52,0,28,-6,30,2,1
45,3,86,0,44,-3,40,-14,42,2,1
39,-2,77,-1,38,0,38,-4,39,0,1
54,-2,83,0,54,0,29,-15,29,0,1
43,-3,86,0,42,-20,42,-6,44,2,1
42,0,81,0,42,1,39,-17,40,0,1
49,0,82,0,50,4,33,-13,33,0,1
56,1,92,0,54,26,36,-10,38,2,1
41,2,83,0,42,1,41,-7,41,0,1
56,5,77,0,16,0,22,-12,62,40,4
83,2,86,0,-2,0,3,-19,88,86,5
55,0,78,0,6,-17,23,-6,73,50,4
51,0,79,0,50,-19,27,-16,30,2,1
56,0,95,0,50,8,40,-11,46,6,4
37,0,76,0,34,0,39,2,42,4,1
56,0,96,-7,50,-2,40,-6,47,6,4
53,0,88,0,52,-1,35,-15,36,2,1
57,0,84,6,56,0,27,-17,27,0,1
43,0,77,0,44,31,34,-7,34,0,1
37,1,94,0,8,-7,57,9,86,30,1
42,0,83,-4,42,0,41,-17,42,2,1
37,0,79,0,10,6,43,4,69,26,1
44,1,83,0,44,11,40,-14,39,0,1
44,0,75,0,44,6,31,-8,31,0,1
43,0,82,0,42,-16,39,-16,41,2,1
37,0,79,0,6,16,42,-7,74,32,1
44,1,76,0,44,3,31,-16,32,0,1
45,1,88,0,44,-4,42,3,44,2,1
45,0,93,0,44,-9,48,-12,50,2,1
56,0,97,6,44,-4,41,-8,53,12,4
43,0,86,0,42,-11,43,-6,45,2,1
59,0,87,0,56,-21,28,-5,30,2,1
55,0,96,2,52,-2,41,-5,44,4,4
38,-1,76,8,38,0,38,-18,37,0,1
37,0,95,0,20,2,57,-0,74,16,1
55,0,77,0,6,-12,22,-6,72,50,4
37,0,76,0,36,6,38,-1,39,2,1
37,-1,80,0,18,-5,43,-16,62,18,1
56,-2,97,0,44,0,41,5,53,12,4
38,2,75,0,38,29,37,-7,36,0,1
37,0,97,0,26,5,60,12,71,12,1
55,4,77,0,26,-22,22,-12,52,30,4
105,0,107,-2,70,-3,1,-20,37,36,5
53,0,108,0,54,5,55,-12,54,0,1
55,-1,99,2,42,0,43,-16,57,14,4
84,0,87,0,-2,0,3,-18,90,86,5
37,0,78,0,36,31,41,-18,42,0,1
37,0,78,0,24,-4,41,-10,55,14,1
40,0,80,-2,38,-4,40,-16,41,2,1
50,5,80,0,50,0,30,-19,31,0,1
83,0,86,0,-4,7,3,-18,92,88,5
43,-3,108,0,44,16,64,16,64,0,1
56,1,86,0,54,-6,31,-7,32,2,1
48,0,82,0,50,22,34,4,33,0,1
56,0,95,0,50,7,40,-3,46,6,4
48,0,83,-2,46,-3,35,-12,37,2,1
61,0,111,0,60,-6,50,1,52,2,1
37,0,96,0,18,17,59,-12,78,18,1
53,0,82,0,54,9,29,-15,28,0,1
53,5,83,0,52,-9,30,-18,31,2,1
46,-1,88,0,46,0,43,1,42,0,1
49,0,87,6,50,3,38,4,38,0,1
47,-1,88,-4,46,0,40,9,41,0,1
40,0,79,5,38,0,39,5,40,2,1
55,0,77,-6,54,0,22,-17,23,0,1
37,0,76,0,20,-19,39,2,55,16,1
41,0,77,0,38,-6,37,-16,39,2,1
41,0,87,1,38,-7,46,-17,48,2,1
37,0,108,0,36,9,71,2,72,0,1
45,0,77,0,46,21,31,-8,30,0,1
102,0,103,0,70,-14,1,-20,33,32,5
37,0,104,0,16,-19,67,23,88,22,1
37,0,80,0,30,-1,43,-2,49,6,1
55,0,79,0,54,-3,23,-6,24,2,1
56,1,87,0,56,10,31,-15,30,0,1
37,2,82,0,36,0,45,-11,46,0,1
41,-2,78,0,38,-19,37,-9,39,2,1
41,0,83,2,38,-4,42,-12,44,2,1
47,-6,83,-2,46,-3,36,5,37,0,1
41,0,86,0,38,-25,46,8,48,2,1
55,0,95,-7,44,0,40,2,51,12,4
38,0,92,0,18,16,54,-16,74,20,1
46,0,88,2,46,4,42,-15,41,0,1
37,0,80,-1,20,-3,43,-13,59,16,1
37,0,79,0,18,-26,43,2,61,18,1
37,0,80,0,18,-28,43,-18,62,18,1
37,0,81,0,24,11,44,-1,57,14,1
37,0,76,0,24,-27,40,-1,53,14,1
37,0,77,-3,-12,-24,40,-9,90,50,1
49,0,79,0,50,22,30,1,30,0,1
48,3,81,-2,46,0,33,-12,34,2,1
53,0,83,8,54,12,30,-3,29,0,1
43,-32,79,2,0,0,35,-17,79,44,3
46,0,86,0,44,-29,40,-6,42,2,1
38,5,76,0,38,11,38,-6,37,0,1
55,-4,81,0,-4,0,25,-19,86,60,4
44,3,78,-3,44,0,34,-4,34,0,1
53,0,78,0,52,-26,25,-4,26,2,1
42,-1,80,-3,42,-5,38,5,39,0,1
55,-3,81,1,-4,0,25,-13,86,60,4
56,0,81,0,-4,0,25,-15,86,62,4
53,-4,79,0,52,-20,26,-19,27,2,1
46,0,83,0,46,14,37,-13,37,0,1
56,0,95,0,56,11,40,-15,39,0,1
55,0,76,-3,-18,0,21,-13,94,74,4
50,5,85,0,50,0,35,-14,36,0,1
49,0,77,0,50,21,28,-10,28,0,1
48,-1,108,0,46,0,60,23,61,2,1
55,0,77,0,38,1,22,-17,39,16,4
37,0,77,0,-22,-10,41,-19,101,60,1
47,5,95,2,46,0,48,7,49,0,1
44,3,79,0,44,25,35,-19,35,0,1
56,0,79,7,-4,0,24,-12,85,62,4
43,0,80,-2,42,-7,37,5,39,2,1
45,0,76,0,46,16,31,2,30,0,1
49,0,107,3,50,22,58,7,58,0,1
37,-33,76,0,20,0,39,-13,55,16,3
45,1,108,0,44,0,63,5,64,0,1
56,0,78,-2,6,-7,22,-10,73,50,4
52,-2,81,0,52,-3,29,-15,30,0,1
55,-5,74,-8,-2,22,18,-9,76,58,4
38,0,76,0,36,-26,38,7,40,2,1
42,-2,86,-7,42,-10,44,-5,45,2,1
37,0,92,0,20,26,55,-8,71,16,1
44,5,85,0,44,7,41,5,41,0,1
41,2,75,0,38,0,34,-9,36,2,1
63,-1,111,-1,62,0,49,5,49,0,1
41,0,77,0,38,-12,36,-19,38,2,1
43,0,77,0,42,-15,34,-11,36,2,1
37,0,104,-3,28,0,67,-1,76,8,1
46,1,87,0,44,-29,41,-9,43,2,1
41,0,87,0,38,-9,46,-6,48,2,1
37,0,105,1,24,26,68,14,82,14,1
56,0,95,0,54,0,40,-9,41,2,1
56,0,79,5,0,0,23,-12,79,56,4
56,5,96,0,50,-20,40,-13,47,8,4
50,-4,78,0,50,0,29,-15,29,0,1
49,0,83,-1,46,-17,34,-13,37,2,1
55,-2,95,0,54,0,40,-11,41,2,1
45,1,76,0,44,0,32,-9,32,0,1
37,-3,106,0,30,-683,69,-16,75,6,1
37,0,76,0,34,-12,40,-13,43,2,1
56,0,92,0,50,12,36,-7,43,6,4
55,0,96,2,42,0,41,8,55,14,4
43,0,86,4,42,-1,43,2,45,2,1
44,5,83,0,44,0,38,-17,39,0,1
37,0,94,0,34,19,57,15,61,4,1
44,1,85,0,44,11,41,-9,41,0,1
37,0,102,0,38,31,64,-6,63,0,1
76,0,81,2,-40,0,5,-20,122,118,5
45,5,93,0,46,31,48,-16,47,0,1
46,0,81,-1,46,3,35,-17,34,0,1
37,0,82,-2,-2,12,45,-3,85,40,1
37,0,76,-3,28,0,40,-19,48,8,1
43,0,85,0,42,-20,42,1,44,2,1
54,-4,90,0,54,0,36,-17,36,0,1
43,0,86,7,44,23,43,-6,42,0,1
37,0,77,0,26,-12,40,9,51,10,1
38,0,76,0,38,12,38,-15,37,0,1
44,3,86,0,44,0,42,-16,42,0,1
41,-1,77,0,42,0,36,-6,35,0,1
41,-1,76,0,42,16,35,-16,35,0,1
37,0,90,0,24,0,52,-6,66,14,1
37,0,95,0,24,4,58,6,72,14,1
45,-1,84,0,44,-6,38,-18,40,2,1
44,-2,79,0,44,0,36,-11,35,0,1
43,0,89,0,42,-2,46,6,48,2,1
37,0,106,0,20,-13,69,17,85,16,1
64,0,113,0,62,-12,48,-19,51,2,1
37,0,83,0,26,-21,46,-4,57,12,1
41,0,82,-1,38,-11,41,-6,43,2,1
42,0,84,-2,42,0,42,-19,43,0,1
47,4,79,2,46,0,31,-9,32,0,1
47,5,82,0,46,0,34,-14,35,0,1
37,1,75,0,28,28,38,-13,46,8,1
51,1,91,0,50,-24,40,-2,42,2,1
55,0,93,0,10,-2,37,-12,82,46,4
53,-4,87,0,54,4,34,-12,33,0,1
41,0,76,0,42,1,34,2,34,0,1
55,0,96,0,52,-21,41,9,44,4,4
37,0,79,0,8,1,43,3,72,28,1
38,0,86,0,38,7,48,3,47,0,1
56,0,79,0,54,-27,23,-4,24,2,1
42,0,79,-5,42,0,36,-18,37,2,1
55,-1,98,0,50,-23,42,5,49,6,4
41,0,81,0,42,29,40,5,39,0,1
56,-1,77,-3,24,-10,22,-12,54,32,4
56,0,95,0,46,-3,40,3,49,10,4
37,0,79,7,36,-17,42,-15,43,2,1
56,0,97,6,54,0,41,-3,43,2,1
37,0,76,0,28,31,39,-9,48,8,1
55,-2,83,1,54,0,28,-3,28,0,1
43,2,77,0,42,0,35,-18,36,2,1
46,1,79,-3,46,0,33,-11,32,0,1
80,0,84,8,-42,0,5,-18,128,124,5
46,-4,109,0,46,0,64,15,63,0,1
45,0,86,0,44,-7,41,-7,42,2,1
55,0,96,0,50,-6,41,-18,47,6,4
106,2,108,5,70,-25,2,-20,38,36,5
105,0,106,0,70,0,1,-20,36,36,5
37,0,92,0,16,0,54,19,76,22,1
45,-2,88,0,44,-12,42,-9,44,2,1
55,0,97,-2,50,-3,42,-4,48,6,4
48,-2,86,0,46,0,39,-7,40,2,1
37,0,96,2,28,0,59,-7,68,8,1
53,-2,81,0,54,12,28,-7,26,0,1
40,5,90,0,38,0,49,-14,51,2,1
56,0,96,0,38,-9,40,-2,57,18,4
55,0,79,0,6,11,23,-17,74,50,4
37,0,78,0,12,19,41,3,65,24,1
49,0,87,0,46,-7,38,2,41,2,1
48,0,88,7,46,-1,40,2,42,2,1
46,2,77,0,46,10,32,-7,31,0,1
55,0,78,0,18,6,23,-6,60,38,4
55,0,77,4,28,-24,22,-17,49,28,4
46,0,88,0,46,2,43,-2,42,0,1
43,0,83,0,42,-11,39,-11,41,2,1
82,-4,86,-1,-40,0,5,-18,128,124,5
37,0,77,1,26,9,40,-13,51,12,1
39,0,81,8,38,0,43,5,43,0,1
55,-4,77,0,16,0,22,-12,62,40,4
55,0,77,0,-28,-5,21,-13,105,84,4
49,-3,83,0,50,3,34,-5,33,0,1
37,-13,77,0,20,0,40,-9,57,16,1
41,1,88,-1,38,0,48,1,50,2,1
56,0,96,0,44,-1,40,-17,52,12,4
37,1,76,0,36,0,39,3,40,0,1
56,0,100,7,50,0,44,-15,51,6,4
56,0,91,0,-2,31,35,-5,93,58,4
55,0,77,0,-20,-4,21,-13,97,76,4
37,0,82,0,10,20,45,-17,72,26,1
46,0,79,0,46,8,33,-4,32,0,1
37,0,80,-2,36,0,43,5,44,0,1
58,-2,86,8,56,0,28,-4,30,2,1
44,-3,77,0,44,10,33,3,33,0,1
44,0,75,0,42,-17,31,-18,34,2,1
37,0,81,0,30,4,44,-19,50,6,1
42,0,102,2,42,0,60,7,61,0,1
41,0,84,2,38,-7,43,-11,45,2,1
37,0,92,0,24,9,55,-10,69,14,1
41,0,87,0,38,-7,46,-13,48,2,1
51,0,109,0,50,-11,58,7,60,2,1
38,2,77,0,38,3,39,-13,38,0,1
101,0,102,0,72,552,1,-19,30,28,5
37,0,103,0,30,10,66,1,72,6,1
52,-4,86,0,52,-2,33,-19,34,0,1
37,0,104,0,26,8,67,-9,78,12,1
37,0,76,0,30,18,39,-1,45,6,1
37,0,106,0,36,13,68,27,69,2,1
38,0,93,0,34,32,55,18,59,4,1
53,0,91,0,52,-26,38,-13,39,2,1
55,0,98,0,42,-15,42,-6,57,14,4
41,-4,108,2,42,0,67,12,67,0,1
48,0,87,0,50,30,39,-1,38,0,1
49,0,107,0,46,-10,58,-12,60,2,1
49,0,87,0,50,11,38,-17,38,0,1
37,0,77,0,34,-1,40,-12,44,4,1
48,3,94,0,46,0,46,4,48,2,1
56,4,95,0,52,0,40,-2,44,4,4
55,0,77,0,42,-9,22,-6,36,14,4
49,0,88,-1,50,18,39,-1,39,0,1
49,0,82,0,46,-3,33,-16,35,2,1
55,-5,80,0,-2,-11,25,-6,83,58,4
102,0,103,0,70,-23,1,-19,33,32,5
44,0,81,-3,42,-17,37,-1,39,2,1
37,0,93,2,12,0,56,5,81,24,1
37,0,80,0,18,18,43,-3,62,18,1
37,0,90,0,26,31,52,11,64,12,1
51,0,88,0,50,-23,36,-11,39,2,1
37,0,105,-3,28,0,68,12,77,8,1
37,0,76,0,28,5,39,1,47,8,1
37,0,80,0,10,18,43,-19,70,26,1
46,0,77,0,46,-6,32,-20,31,0,1
37,-1,77,0,38,17,39,6,38,0,1
56,1,80,1,20,-2,24,-12,59,36,4
55,-3,82,1,54,0,27,-12,28,0,1
55,0,77,0,-28,12,22,-12,106,84,4
55,0,93,0,52,0,38,-4,42,4,4
37,0,105,0,24,14,68,6,82,14,1
37,0,76,4,30,-10,40,-10,45,6,1
44,4,84,0,44,3,40,-17,41,0,1
44,0,86,5,44,6,43,-18,42,0,1
103,1,104,6,70,0,1,-20,35,34,5
53,1,88,0,54,1,34,-16,33,0,1
55,0,77,0,8,-12,22,-9,70,48,4
55,-1,98,-6,42,0,42,4,57,14,4
55,0,78,0,44,-9,23,-9,34,12,4
56,0,77,0,46,6,22,-16,31,10,4
40,4,93,-1,38,0,53,-17,55,2,1
49,0,78,3,50,6,29,-17,29,0,1
37,0,79,1,12,-1,43,-12,66,24,1
