41,84,38,-6,-17,46,2,1
47,79,46,0,-9,32,0,1
41,79,42,10,0,37,0,1
55,92,30,-4,-18,61,24,4
42,86,42,0,-6,45,0,1
55,77,26,-3,-17,52,30,4
37,106,18,0,-7,88,18,1
46,81,46,2,3,35,0,1
52,91,52,0,-8,39,0,1
53,79,54,5,-4,24,0,1
40,84,38,0,-8,46,2,1
44,77,44,3,-9,34,0,1
44,83,42,-19,6,41,2,1
55,77,20,-4,-5,57,34,4
45,76,44,0,-6,32,2,1
37,75,18,0,-14,57,18,1
54,90,54,0,-5,36,0,1
37,78,36,0,-7,42,0,1
42,86,42,0,-4,44,2,1
54,78,54,0,-6,24,0,1
44,86,44,12,-1,42,0,1
45,79,46,20,0,32,0,1
45,90,44,-16,6,46,2,1
37,83,-4,-5,10,88,42,1
37,75,18,-2,-8,57,18,1
56,79,12,11,-15,66,42,4
60,109,60,0,-4,50,0,1
44,86,44,14,-4,42,0,1
37,76,26,16,8,50,10,1
55,95,44,-18,-13,51,12,4
56,81,-10,-18,-14,92,66,4
51,83,50,-29,-20,33,2,1
41,83,38,-20,-17,44,2,1
41,76,38,-20,4,37,2,1
55,77,-4,-14,-17,82,60,4
45,93,44,-6,1,50,2,1
49,87,50,4,3,38,0,1
37,77,34,-11,7,44,2,1
56,95,46,0,6,49,10,4
48,88,46,-6,-6,42,2,1
45,81,44,-19,-16,37,2,1
37,80,30,3,-13,49,6,1
39,85,38,0,-15,46,0,1
37,75,34,5,-19,41,2,1
37,79,12,-10,7,66,24,1
41,77,38,-5,-16,38,2,1
55,83,54,0,-17,29,0,1
56,97,52,0,-11,45,4,4
48,76,46,-6,-5,30,2,1
37,81,24,0,8,58,14,1
53,81,54,19,-15,26,0,1
37,90,26,-15,-15,64,12,1
45,83,44,0,7,39,0,1
45,76,44,-7,-10,32,2,1
46,83,44,-30,2,39,2,1
44,86,44,0,-8,42,0,1
45,76,44,-6,-6,32,2,1
53,104,54,14,8,49,0,1
48,86,46,0,-3,40,2,1
37,80,38,17,-4,41,0,1
37,103,20,22,-10,82,16,1
52,81,52,0,-1,30,0,1
107,108,70,0,-20,38,36,5
37,78,-2,-22,-16,81,40,1
55,97,42,0,-13,56,14,4
55,95,52,-4,0,44,4,4
37,106,28,11,-18,77,8,1
42,86,42,0,6,45,2,1
55,95,38,-2,-14,57,16,4
43,88,42,0,5,47,2,1
37,79,8,24,-12,72,28,1
44,87,42,-11,8,46,2,1
37,92,18,4,-6,74,20,1
37,79,20,-11,-18,58,16,1
37,90,30,18,9,59,6,1
37,106,30,0,13,75,6,1
45,83,46,21,-9,37,0,1
42,84,42,0,2,43,0,1
37,77,12,10,-8,64,24,1
51,84,50,-4,2,35,2,1
37,90,26,-7,-5,64,12,1
55,77,-2,-5,-12,79,58,4
50,86,50,0,-18,37,2,1
51,84,52,31,-1,32,0,1
55,84,54,0,-2,30,0,1
37,100,36,22,0,64,0,1
44,76,44,1,-5,32,0,1
42,83,42,0,1,42,2,1
56,98,50,-24,-17,49,6,4
55,86,56,31,-14,29,0,1
55,82,-36,-4,-16,118,92,4
37,103,26,19,-14,77,12,1
53,102,54,7,3,48,0,1
37,81,38,9,-17,42,0,1
51,86,52,5,-1,34,0,1
43,76,42,-24,-10,35,2,1
55,77,20,-3,-10,57,34,4
37,79,16,4,-5,63,22,1
82,86,-4,-19,-19,91,88,5
55,82,54,0,-6,28,0,1
56,95,44,9,-6,51,12,4
41,81,38,-23,-11,42,2,1
53,81,52,-2,-12,30,2,1
37,75,24,-1,6,52,14,1
41,76,42,27,-11,35,0,1
48,86,46,0,-8,40,2,1
37,77,-12,-1,0,90,50,1
37,76,36,0,-6,39,2,1
41,89,38,-6,2,50,2,1
46,83,44,-24,-5,39,2,1
44,76,42,-7,-19,34,2,1
56,97,50,-2,-12,48,6,4
55,92,0,0,1,92,56,4
56,78,56,6,-7,21,0,1
56,95,38,-1,9,57,18,4
37,76,34,-3,-18,43,4,1
37,82,36,-12,-8,46,2,1
37,77,0,6,3,77,38,1
43,86,42,-12,-15,45,2,1
55,77,-6,-1,-11,85,64,4
38,83,38,0,-10,44,0,1
37,83,2,-2,9,80,34,1
37,86,36,0,10,50,0,1
56,87,56,8,-14,30,0,1
55,96,52,14,6,44,4,4
42,86,42,0,11,45,2,1
49,86,50,8,-19,37,0,1
37,82,-4,-7,7,87,42,1
45,79,46,26,-14,32,0,1
37,76,28,-1,-9,48,8,1
59,84,56,-1,-4,27,2,1
56,74,-4,-8,-9,79,62,4
41,83,42,31,10,42,0,1
41,79,42,0,-16,37,0,1
43,83,42,-6,7,42,2,1
50,85,50,0,-10,36,0,1
55,97,52,17,1,45,4,4
37,82,20,18,6,61,16,1
37,80,34,0,-11,46,2,3
51,81,50,-9,-11,32,2,1
41,102,42,31,-6,60,0,1
37,104,24,18,-9,80,14,1
37,84,28,-19,-7,55,8,1
48,88,46,-4,-5,42,2,1
49,88,46,-14,8,42,2,1
45,90,44,-3,10,46,2,1
76,80,-42,-11,-18,124,120,5
53,81,52,0,-6,30,2,1
45,86,44,-3,-14,42,2,1
39,77,38,0,-4,39,0,1
54,83,54,0,-15,29,0,1
43,86,42,-20,-6,44,2,1
42,81,42,1,-17,40,0,1
49,82,50,4,-13,33,0,1
56,92,54,26,-10,38,2,1
41,83,42,1,-7,41,0,1
56,77,16,0,-12,62,40,4
83,86,-2,0,-19,88,86,5
55,78,6,-17,-6,73,50,4
51,79,50,-19,-16,30,2,1
56,95,50,8,-11,46,6,4
37,76,34,0,2,42,4,1
56,96,50,-2,-6,47,6,4
53,88,52,-1,-15,36,2,1
57,84,56,0,-17,27,0,1
43,77,44,31,-7,34,0,1
37,94,8,-7,9,86,30,1
42,83,42,0,-17,42,2,1
37,79,10,6,4,69,26,1
44,83,44,11,-14,39,0,1
44,75,44,6,-8,31,0,1
43,82,42,-16,-16,41,2,1
37,79,6,16,-7,74,32,1
44,76,44,3,-16,32,0,1
45,88,44,-4,3,44,2,1
45,93,44,-9,-12,50,2,1
56,97,44,-4,-8,53,12,4
43,86,42,-11,-6,45,2,1
59,87,56,-21,-5,30,2,1
55,96,52,-2,-5,44,4,4
38,76,38,0,-18,37,0,1
37,95,20,2,0,74,16,1
55,77,6,-12,-6,72,50,4
37,76,36,6,-1,39,2,1
37,80,18,-5,-16,62,18,1
56,97,44,0,5,53,12,4
38,75,38,29,-7,36,0,1
37,97,26,5,12,71,12,1
55,77,26,-22,-12,52,30,4
105,107,70,-3,-20,37,36,5
53,108,54,5,-12,54,0,1
55,99,42,0,-16,57,14,4
84,87,-2,0,-18,90,86,5
37,78,36,31,-18,42,0,1
37,78,24,-4,-10,55,14,1
40,80,38,-4,-16,41,2,1
50,80,50,0,-19,31,0,1
83,86,-4,7,-18,92,88,5
43,108,44,16,16,64,0,1
56,86,54,-6,-7,32,2,1
48,82,50,22,4,33,0,1
56,95,50,7,-3,46,6,4
48,83,46,-3,-12,37,2,1
61,111,60,-6,1,52,2,1
37,96,18,17,-12,78,18,1
53,82,54,9,-15,28,0,1
53,83,52,-9,-18,31,2,1
46,88,46,0,1,42,0,1
49,87,50,3,4,38,0,1
47,88,46,0,9,41,0,1
40,79,38,0,5,40,2,1
55,77,54,0,-17,23,0,1
37,76,20,-19,2,55,16,1
41,77,38,-6,-16,39,2,1
41,87,38,-7,-17,48,2,1
37,108,36,9,2,72,0,1
45,77,46,21,-8,30,0,1
102,103,70,-14,-20,33,32,5
37,104,16,-19,23,88,22,1
37,80,30,-1,-2,49,6,1
55,79,54,-3,-6,24,2,1
56,87,56,10,-15,30,0,1
37,82,36,0,-11,46,0,1
41,78,38,-19,-9,39,2,1
41,83,38,-4,-12,44,2,1
47,83,46,-3,5,37,0,1
41,86,38,-25,8,48,2,1
55,95,44,0,2,51,12,4
38,92,18,16,-16,74,20,1
46,88,46,4,-15,41,0,1
37,80,20,-3,-13,59,16,1
37,79,18,-26,2,61,18,1
37,80,18,-28,-18,62,18,1
37,81,24,11,-1,57,14,1
37,76,24,-27,-1,53,14,1
37,77,-12,-24,-9,90,50,1
49,79,50,22,1,30,0,1
48,81,46,0,-12,34,2,1
53,83,54,12,-3,29,0,1
43,79,0,0,-17,79,44,3
46,86,44,-29,-6,42,2,1
38,76,38,11,-6,37,0,1
55,81,-4,0,-19,86,60,4
44,78,44,0,-4,34,0,1
53,78,52,-26,-4,26,2,1
42,80,42,-5,5,39,0,1
55,81,-4,0,-13,86,60,4
56,81,-4,0,-15,86,62,4
53,79,52,-20,-19,27,2,1
46,83,46,14,-13,37,0,1
56,95,56,11,-15,39,0,1
55,76,-18,0,-13,94,74,4
50,85,50,0,-14,36,0,1
49,77,50,21,-10,28,0,1
48,108,46,0,23,61,2,1
55,77,38,1,-17,39,16,4
37,77,-22,-10,-19,101,60,1
47,95,46,0,7,49,0,1
44,79,44,25,-19,35,0,1
56,79,-4,0,-12,85,62,4
43,80,42,-7,5,39,2,1
45,76,46,16,2,30,0,1
49,107,50,22,7,58,0,1
37,76,20,0,-13,55,16,3
45,108,44,0,5,64,0,1
56,78,6,-7,-10,73,50,4
52,81,52,-3,-15,30,0,1
55,74,-2,22,-9,76,58,4
38,76,36,-26,7,40,2,1
42,86,42,-10,-5,45,2,1
37,92,20,26,-8,71,16,1
44,85,44,7,5,41,0,1
41,75,38,0,-9,36,2,1
63,111,62,0,5,49,0,1
41,77,38,-12,-19,38,2,1
43,77,42,-15,-11,36,2,1
37,104,28,0,-1,76,8,1
46,87,44,-29,-9,43,2,1
41,87,38,-9,-6,48,2,1
37,105,24,26,14,82,14,1
56,95,54,0,-9,41,2,1
56,79,0,0,-12,79,56,4
56,96,50,-20,-13,47,8,4
50,78,50,0,-15,29,0,1
49,83,46,-17,-13,37,2,1
55,95,54,0,-11,41,2,1
45,76,44,0,-9,32,0,1
37,106,30,-683,-16,75,6,1
37,76,34,-12,-13,43,2,1
56,92,50,12,-7,43,6,4
55,96,42,0,8,55,14,4
43,86,42,-1,2,45,2,1
44,83,44,0,-17,39,0,1
37,94,34,19,15,61,4,1
44,85,44,11,-9,41,0,1
37,102,38,31,-6,63,0,1
76,81,-40,0,-20,122,118,5
45,93,46,31,-16,47,0,1
46,81,46,3,-17,34,0,1
37,82,-2,12,-3,85,40,1
37,76,28,0,-19,48,8,1
43,85,42,-20,1,44,2,1
54,90,54,0,-17,36,0,1
43,86,44,23,-6,42,0,1
37,77,26,-12,9,51,10,1
38,76,38,12,-15,37,0,1
44,86,44,0,-16,42,0,1
41,77,42,0,-6,35,0,1
41,76,42,16,-16,35,0,1
37,90,24,0,-6,66,14,1
37,95,24,4,6,72,14,1
45,84,44,-6,-18,40,2,1
44,79,44,0,-11,35,0,1
43,89,42,-2,6,48,2,1
37,106,20,-13,17,85,16,1
64,113,62,-12,-19,51,2,1
37,83,26,-21,-4,57,12,1
41,82,38,-11,-6,43,2,1
42,84,42,0,-19,43,0,1
47,79,46,0,-9,32,0,1
47,82,46,0,-14,35,0,1
37,75,28,28,-13,46,8,1
51,91,50,-24,-2,42,2,1
55,93,10,-2,-12,82,46,4
53,87,54,4,-12,33,0,1
41,76,42,1,2,34,0,1
55,96,52,-21,9,44,4,4
37,79,8,1,3,72,28,1
38,86,38,7,3,47,0,1
56,79,54,-27,-4,24,2,1
42,79,42,0,-18,37,2,1
55,98,50,-23,5,49,6,4
41,81,42,29,5,39,0,1
56,77,24,-10,-12,54,32,4
56,95,46,-3,3,49,10,4
37,79,36,-17,-15,43,2,1
56,97,54,0,-3,43,2,1
37,76,28,31,-9,48,8,1
55,83,54,0,-3,28,0,1
43,77,42,0,-18,36,2,1
46,79,46,0,-11,32,0,1
80,84,-42,0,-18,128,124,5
46,109,46,0,15,63,0,1
45,86,44,-7,-7,42,2,1
55,96,50,-6,-18,47,6,4
106,108,70,-25,-20,38,36,5
105,106,70,0,-20,36,36,5
37,92,16,0,19,76,22,1
45,88,44,-12,-9,44,2,1
55,97,50,-3,-4,48,6,4
48,86,46,0,-7,40,2,1
37,96,28,0,-7,68,8,1
53,81,54,12,-7,26,0,1
40,90,38,0,-14,51,2,1
56,96,38,-9,-2,57,18,4
55,79,6,11,-17,74,50,4
37,78,12,19,3,65,24,1
49,87,46,-7,2,41,2,1
48,88,46,-1,2,42,2,1
46,77,46,10,-7,31,0,1
55,78,18,6,-6,60,38,4
55,77,28,-24,-17,49,28,4
46,88,46,2,-2,42,0,1
43,83,42,-11,-11,41,2,1
82,86,-40,0,-18,128,124,5
37,77,26,9,-13,51,12,1
39,81,38,0,5,43,0,1
55,77,16,0,-12,62,40,4
55,77,-28,-5,-13,105,84,4
49,83,50,3,-5,33,0,1
37,77,20,0,-9,57,16,1
41,88,38,0,1,50,2,1
56,96,44,-1,-17,52,12,4
37,76,36,0,3,40,0,1
56,100,50,0,-15,51,6,4
56,91,-2,31,-5,93,58,4
55,77,-20,-4,-13,97,76,4
37,82,10,20,-17,72,26,1
46,79,46,8,-4,32,0,1
37,80,36,0,5,44,0,1
58,86,56,0,-4,30,2,1
44,77,44,10,3,33,0,1
44,75,42,-17,-18,34,2,1
37,81,30,4,-19,50,6,1
42,102,42,0,7,61,0,1
41,84,38,-7,-11,45,2,1
37,92,24,9,-10,69,14,1
41,87,38,-7,-13,48,2,1
51,109,50,-11,7,60,2,1
38,77,38,3,-13,38,0,1
101,102,72,552,-19,30,28,5
37,103,30,10,1,72,6,1
52,86,52,-2,-19,34,0,1
37,104,26,8,-9,78,12,1
37,76,30,18,-1,45,6,1
37,106,36,13,27,69,2,1
38,93,34,32,18,59,4,1
53,91,52,-26,-13,39,2,1
55,98,42,-15,-6,57,14,4
41,108,42,0,12,67,0,1
48,87,50,30,-1,38,0,1
49,107,46,-10,-12,60,2,1
49,87,50,11,-17,38,0,1
37,77,34,-1,-12,44,4,1
48,94,46,0,4,48,2,1
56,95,52,0,-2,44,4,4
55,77,42,-9,-6,36,14,4
49,88,50,18,-1,39,0,1
49,82,46,-3,-16,35,2,1
55,80,-2,-11,-6,83,58,4
102,103,70,-23,-19,33,32,5
44,81,42,-17,-1,39,2,1
37,93,12,0,5,81,24,1
37,80,18,18,-3,62,18,1
37,90,26,31,11,64,12,1
51,88,50,-23,-11,39,2,1
37,105,28,0,12,77,8,1
37,76,28,5,1,47,8,1
37,80,10,18,-19,70,26,1
46,77,46,-6,-20,31,0,1
37,77,38,17,6,38,0,1
56,80,20,-2,-12,59,36,4
55,82,54,0,-12,28,0,1
55,77,-28,12,-12,106,84,4
55,93,52,0,-4,42,4,4
37,105,24,14,6,82,14,1
37,76,30,-10,-10,45,6,1
44,84,44,3,-17,41,0,1
44,86,44,6,-18,42,0,1
103,104,70,0,-20,35,34,5
53,88,54,1,-16,33,0,1
55,77,8,-12,-9,70,48,4
55,98,42,0,4,57,14,4
55,78,44,-9,-9,34,12,4
56,77,46,6,-16,31,10,4
40,93,38,0,-17,55,2,1
49,78,50,6,-17,29,0,1
37,79,12,-1,-12,66,24,1
43,83,44,24,6,39,0,1
37,96,30,5,-7,65,6,1
56,82,54,-12,-8,28,2,1
55,97,50,19,-15,48,6,4
55,76,-18,-5,-7,94,74,4
41,90,38,-23,14,51,2,1
37,76,28,-1,-17,48,8,1
49,77,46,-9,-9,31,2,1
116,106,30,36,-24,75,84,5
37,79,10,25,-14,69,26,1
55,92,30,-2,-13,61,24,4
63,111,62,0,-15,49,2,1
37,77,34,0,-3,43,4,1
56,86,56,9,-18,30,0,1
37,79,6,0,5,74,32,1
37,78,-2,2,10,81,40,1
53,86,54,4,-6,32,0,1
39,81,38,0,-4,42,0,1
49,82,46,-10,-8,35,2,1
43,80,44,21,-10,36,0,1
55,81,54,0,-16,26,0,1
37,77,36,2,-19,41,0,1
47,84,46,0,-6,37,0,1
37,76,30,-19,-19,45,6,1
51,84,52,0,-12,32,0,1
55,96,44,-25,5,52,12,4
85,88,-2,-3,-20,91,88,5
48,84,46,0,-13,37,2,1
44,87,42,-13,6,46,2,1
55,97,52,19,0,45,4,4
37,76,24,5,-2,53,14,1
41,81,38,-7,-16,43,2,1
37,97,30,0,16,66,6,1
56,95,44,6,-1,51,12,4
41,79,42,7,-11,37,0,1
44,90,42,-11,-1,49,2,1
56,95,46,0,5,49,10,4
37,83,0,2,-18,83,36,1
41,107,38,0,-12,68,2,1
37,77,36,-21,2,41,2,1
60,109,60,0,-10,49,0,1
37,78,10,18,-8,68,26,1
53,83,54,1,-18,28,0,1
38,92,24,2,1,69,14,1
48,82,50,31,4,33,0,1
37,78,36,-5,3,42,2,1
101,102,72,4,-19,30,28,5
56,99,46,0,-9,52,10,4
44,86,42,-30,-10,45,2,1
55,77,24,-8,-8,54,32,4
37,81,36,0,-14,44,0,1
41,77,38,-7,5,39,2,1
45,84,44,0,4,40,0,1
37,76,36,0,2,39,2,1
46,77,46,20,-13,30,0,1
44,87,44,13,-19,43,0,1
37,79,10,0,-13,69,26,1
42,81,42,0,-16,39,0,1
44,81,44,24,-19,37,0,1
55,93,10,-7,-18,82,46,4
45,76,46,25,-5,29,0,1
45,80,46,7,-4,34,0,1
55,77,-30,-28,-12,108,86,4
37,77,8,0,-7,70,28,1
45,83,44,0,-9,39,0,1
55,92,0,0,-2,92,56,4
41,84,38,-25,1,46,2,1
50,88,50,0,4,39,0,1
58,79,56,0,-9,22,0,1
39,80,38,0,-8,41,0,1
45,79,44,-14,4,35,2,1
43,78,44,29,-10,34,0,1
51,81,50,-26,1,32,2,1
38,75,38,3,-9,36,0,1
56,95,44,-3,-11,51,12,4
41,86,38,-7,-17,48,2,1
55,96,54,6,-4,42,2,1
37,77,18,-12,9,59,18,1
39,82,38,0,9,43,0,1
37,104,26,-20,5,78,12,1
51,88,50,-7,-5,39,2,1
37,84,28,-21,6,55,8,1
50,77,50,0,-10,28,2,1
49,94,46,-8,-16,48,2,1
63,111,62,0,2,49,2,1
37,76,28,29,-13,48,8,1
45,80,46,11,-16,34,0,1
56,77,-6,-7,-19,85,64,4
45,81,46,18,-5,35,0,1
103,104,70,0,-20,34,34,5
56,77,-12,-26,-12,90,68,4
37,80,16,20,3,65,22,1
43,83,44,28,-17,39,0,1
56,97,52,-3,2,45,4,4
42,84,42,0,0,43,0,1
52,102,52,0,5,50,0,1
46,88,46,12,-8,41,0,1
53,80,52,0,-7,28,2,1
52,88,54,29,-20,33,0,1
41,81,42,9,8,39,0,1
40,106,38,0,-16,67,2,1
51,81,52,7,-5,29,0,1
41,85,38,-15,-6,46,2,1
50,77,50,0,-16,28,2,1
43,81,42,-10,0,39,2,1
56,98,46,0,-1,51,10,4
49,106,46,-6,11,60,2,1
48,106,46,-1,-8,60,2,1
47,86,46,0,-3,39,0,1
37,78,16,-1,-7,63,22,1
49,82,50,24,-20,33,0,1
45,81,44,-2,-6,37,0,1
41,86,38,-12,4,48,2,1
56,98,38,-6,-14,59,18,4
45,82,44,-11,-14,38,2,1
37,75,36,-21,-13,39,2,1
37,81,36,13,8,44,2,1
45,95,44,0,-13,51,0,1
57,81,56,0,-7,24,0,1
41,88,42,14,3,47,0,1
37,75,26,-1,4,49,10,1
45,90,44,-5,-17,46,2,1
103,104,70,0,-19,34,34,5
55,78,44,0,-5,34,12,4
44,75,44,2,-8,31,0,1
55,78,2,-8,-10,75,52,4
53,81,52,-20,-17,30,2,1
53,86,54,14,-2,32,0,1
37,76,24,24,2,52,14,1
41,84,38,-2,-7,46,2,1
40,77,38,0,-18,39,2,1
41,86,42,26,0,44,0,1
85,88,0,-28,-19,88,86,5
37,74,24,13,5,51,14,1
55,78,46,22,-19,32,8,4
56,79,0,3,-19,79,56,4
46,82,46,0,0,35,0,1
56,81,-10,-30,-16,92,66,4
42,79,42,0,-6,38,0,1
37,81,36,0,-12,44,0,1
47,86,46,0,7,40,0,1
58,86,56,-3,-12,30,2,1
49,82,50,6,-4,33,0,1
55,98,42,-4,-4,57,14,4
49,83,50,1,-16,34,0,1
55,77,2,-22,-19,75,52,4
37,80,16,18,0,65,22,1
49,78,50,2,-17,29,0,1
44,80,44,0,-17,36,0,1
56,95,50,30,-18,46,6,4
37,77,8,3,-3,69,30,1
45,82,46,25,-5,35,0,1
37,86,36,-7,-19,50,2,1
38,81,38,9,-1,43,0,1
57,88,56,0,2,31,0,1
41,78,38,-23,-4,39,2,1
37,83,30,9,-4,52,6,1
55,99,50,0,8,50,6,4
50,87,50,0,-13,38,2,1
47,86,46,0,-9,39,0,1
37,78,30,11,5,47,6,1
44,77,44,0,0,34,0,1
49,80,46,-5,-14,34,2,1
55,78,8,-11,-16,70,48,4
38,80,38,10,-6,41,0,1
83,86,-2,0,-17,89,86,5
49,88,46,-5,8,42,2,1
37,77,18,3,-11,59,18,1
44,88,44,2,-1,44,0,1
41,84,38,-29,-14,45,2,1
102,103,72,28,-20,31,30,5
56,96,56,15,3,39,0,1
55,92,-6,-5,-10,99,64,4
47,87,46,0,-19,41,0,1
37,93,10,-13,-2,83,26,1
41,80,38,-8,6,41,2,1
43,87,44,23,-9,43,0,1
37,75,36,0,-4,39,0,1
37,77,36,-13,-5,41,2,1
51,88,52,29,1,36,0,1
45,76,44,-3,-14,32,2,1
44,84,44,15,-7,41,0,1
44,86,44,15,9,42,0,1
55,79,20,18,-10,58,34,4
43,86,42,0,-17,44,2,1
37,77,-22,3,-15,101,60,1
55,93,20,0,-16,73,34,4
37,81,10,-24,5,71,26,1
44,106,44,0,14,62,0,1
46,79,44,-27,-12,35,2,1
64,110,64,6,-8,46,0,1
56,96,56,3,-3,39,0,1
37,77,-10,0,6,88,46,1
42,79,42,-2,-12,38,2,1
38,75,38,2,1,36,0,1
49,95,46,-19,-2,48,2,1
37,79,24,6,6,55,14,1
54,86,54,0,-17,32,0,1
51,109,50,-4,1,60,2,1
66,109,64,-5,-14,45,2,1
37,76,28,14,-2,47,8,1
42,85,42,0,8,44,2,1
43,82,42,-15,8,41,2,1
37,81,16,9,5,65,22,1
53,87,54,9,-19,33,0,1
37,79,24,0,-1,55,14,1
37,77,30,22,-16,46,6,1
50,81,50,0,-3,32,0,1
81,84,-14,0,-18,100,96,5
37,106,30,-6,-7,75,6,1
37,104,26,25,-12,78,12,1
42,81,42,82,-19,40,0,1
40,86,38,0,4,47,2,1
49,79,50,1,-5,30,0,1
55,77,18,-25,-16,59,38,4
37,97,36,0,2,61,0,1
44,85,44,13,3,41,0,1
56,86,54,-23,1,32,2,1
49,87,50,21,-6,38,0,1
37,77,20,-1,-5,56,16,7
